FK_STANDORT,DATUM,VELO_IN,VELO_OUT,FUSS_IN,FUSS_OUT,OST,NORD
3279,2021-01-01 07:15:00,,,0.0,1.0,2683437,1247199
3279,2021-01-01 07:30:00,,,0.0,1.0,2683437,1247199
3279,2021-01-01 07:45:00,,,0.0,0.0,2683437,1247199
3279,2021-12-31 17:00:00,,,66.0,43.0,2683437,1247199
3279,2021-12-31 17:15:00,,,56.0,46.0,2683437,1247199
3279,2021-12-31 17:30:00,,,56.0,37.0,2683437,1247199
3279,2021-12-31 17:45:00,,,32.0,21.0,2683437,1247199
3279,2021-12-31 18:00:00,,,43.0,16.0,2683437,1247199
3279,2021-12-31 18:15:00,,,37.0,12.0,2683437,1247199
3279,2021-12-31 18:30:00,,,32.0,26.0,2683437,1247199
3279,2021-12-31 18:45:00,,,36.0,16.0,2683437,1247199
3279,2021-12-31 19:00:00,,,43.0,25.0,2683437,1247199
3279,2021-12-31 19:15:00,,,35.0,11.0,2683437,1247199
3279,2021-12-31 19:30:00,,,41.0,36.0,2683437,1247199
3279,2021-12-31 19:45:00,,,34.0,20.0,2683437,1247199
3279,2021-12-31 20:00:00,,,47.0,35.0,2683437,1247199
3279,2021-12-31 20:15:00,,,46.0,37.0,2683437,1247199
3279,2021-12-31 20:30:00,,,38.0,30.0,2683437,1247199
3279,2021-12-31 20:45:00,,,40.0,20.0,2683437,1247199
3279,2021-12-31 21:00:00,,,34.0,17.0,2683437,1247199
3279,2021-12-31 21:15:00,,,47.0,30.0,2683437,1247199
3279,2021-12-31 21:30:00,,,48.0,25.0,2683437,1247199
3279,2021-12-31 21:45:00,,,27.0,18.0,2683437,1247199
3279,2021-12-31 22:00:00,,,33.0,24.0,2683437,1247199
3279,2021-12-31 22:15:00,,,44.0,36.0,2683437,1247199
3279,2021-12-31 22:30:00,,,51.0,40.0,2683437,1247199
3279,2021-12-31 22:45:00,,,46.0,40.0,2683437,1247199
3279,2021-12-31 23:00:00,,,68.0,48.0,2683437,1247199
3279,2021-12-31 23:15:00,,,63.0,57.0,2683437,1247199
3279,2021-12-31 23:30:00,,,53.0,56.0,2683437,1247199
3279,2021-12-31 23:45:00,,,17.0,27.0,2683437,1247199
3279,2022-01-01 00:00:00,,,49.0,17.0,2683437,1247199
3279,2022-01-01 00:15:00,,,116.0,46.0,2683437,1247199
3279,2022-01-01 00:30:00,,,95.0,32.0,2683437,1247199
3279,2022-01-01 00:45:00,,,50.0,32.0,2683437,1247199
3279,2022-01-01 01:00:00,,,63.0,14.0,2683437,1247199
3279,2022-01-01 01:15:00,,,90.0,9.0,2683437,1247199
3279,2022-01-01 01:30:00,,,25.0,13.0,2683437,1247199
3279,2022-01-01 01:45:00,,,19.0,8.0,2683437,1247199
3279,2022-01-01 02:00:00,,,12.0,7.0,2683437,1247199
3279,2022-01-01 02:15:00,,,1.0,17.0,2683437,1247199
3279,2022-01-01 02:30:00,,,14.0,2.0,2683437,1247199
3279,2022-01-01 02:45:00,,,12.0,12.0,2683437,1247199
3279,2022-01-01 03:00:00,,,5.0,3.0,2683437,1247199
3279,2022-01-01 03:15:00,,,14.0,0.0,2683437,1247199
3279,2022-01-01 03:30:00,,,3.0,4.0,2683437,1247199
3279,2022-01-01 03:45:00,,,0.0,3.0,2683437,1247199
3279,2022-01-01 04:00:00,,,3.0,1.0,2683437,1247199
3279,2022-01-01 04:15:00,,,3.0,0.0,2683437,1247199
3279,2022-01-01 04:30:00,,,4.0,2.0,2683437,1247199
3279,2022-01-01 04:45:00,,,4.0,3.0,2683437,1247199
3279,2022-01-01 05:00:00,,,1.0,0.0,2683437,1247199
3279,2022-01-01 05:15:00,,,2.0,4.0,2683437,1247199
3279,2022-01-01 05:30:00,,,1.0,2.0,2683437,1247199
3279,2022-01-01 05:45:00,,,1.0,0.0,2683437,1247199
3279,2022-01-01 06:00:00,,,2.0,2.0,2683437,1247199
3279,2022-01-01 06:15:00,,,1.0,5.0,2683437,1247199
3279,2022-01-01 06:30:00,,,3.0,5.0,2683437,1247199
3279,2022-01-01 06:45:00,,,4.0,0.0,2683437,1247199
3279,2022-01-01 07:00:00,,,0.0,4.0,2683437,1247199
3279,2022-01-01 07:15:00,,,2.0,0.0,2683437,1247199
3279,2022-01-01 07:30:00,,,1.0,3.0,2683437,1247199
3279,2022-01-01 07:45:00,,,0.0,0.0,2683437,1247199
3279,2022-12-31 17:00:00,,,74.0,53.0,2683437,1247199
3279,2022-12-31 17:15:00,,,83.0,69.0,2683437,1247199
3279,2022-12-31 17:30:00,,,77.0,49.0,2683437,1247199
3279,2022-12-31 17:45:00,,,73.0,51.0,2683437,1247199
3279,2022-12-31 18:00:00,,,49.0,36.0,2683437,1247199
3279,2022-12-31 18:15:00,,,73.0,36.0,2683437,1247199
3279,2022-12-31 18:30:00,,,59.0,53.0,2683437,1247199
3279,2022-12-31 18:45:00,,,55.0,27.0,2683437,1247199
3279,2022-12-31 19:00:00,,,49.0,46.0,2683437,1247199
3279,2022-12-31 19:15:00,,,54.0,48.0,2683437,1247199
3279,2022-12-31 19:30:00,,,55.0,40.0,2683437,1247199
3279,2022-12-31 19:45:00,,,88.0,39.0,2683437,1247199
3279,2022-12-31 20:00:00,,,51.0,54.0,2683437,1247199
3279,2022-12-31 20:15:00,,,54.0,44.0,2683437,1247199
3279,2022-12-31 20:30:00,,,57.0,43.0,2683437,1247199
3279,2022-12-31 20:45:00,,,68.0,58.0,2683437,1247199
3279,2022-12-31 21:00:00,,,62.0,50.0,2683437,1247199
3279,2022-12-31 21:15:00,,,57.0,45.0,2683437,1247199
3279,2022-12-31 21:30:00,,,71.0,62.0,2683437,1247199
3279,2022-12-31 21:45:00,,,44.0,76.0,2683437,1247199
3279,2022-12-31 22:00:00,,,49.0,69.0,2683437,1247199
3279,2022-12-31 22:15:00,,,46.0,77.0,2683437,1247199
3279,2022-12-31 22:30:00,,,50.0,79.0,2683437,1247199
3279,2022-12-31 22:45:00,,,43.0,78.0,2683437,1247199
3279,2022-12-31 23:00:00,,,52.0,70.0,2683437,1247199
3279,2022-12-31 23:15:00,,,53.0,78.0,2683437,1247199
3279,2022-12-31 23:30:00,,,39.0,140.0,2683437,1247199
3279,2022-12-31 23:45:00,,,34.0,109.0,2683437,1247199
3279,2023-01-01 00:00:00,,,45.0,39.0,2683437,1247199
3279,2023-01-01 00:15:00,,,63.0,50.0,2683437,1247199
3279,2023-01-01 00:30:00,,,116.0,33.0,2683437,1247199
3279,2023-01-01 00:45:00,,,291.0,56.0,2683437,1247199
3279,2023-01-01 01:00:00,,,161.0,28.0,2683437,1247199
3279,2023-01-01 01:15:00,,,90.0,25.0,2683437,1247199
3279,2023-01-01 01:30:00,,,79.0,21.0,2683437,1247199
3279,2023-01-01 01:45:00,,,49.0,26.0,2683437,1247199
3279,2023-01-01 02:00:00,,,40.0,7.0,2683437,1247199
3279,2023-01-01 02:15:00,,,43.0,13.0,2683437,1247199
3279,2023-01-01 02:30:00,,,61.0,15.0,2683437,1247199
3279,2023-01-01 02:45:00,,,45.0,11.0,2683437,1247199
3279,2023-01-01 03:00:00,,,19.0,7.0,2683437,1247199
3279,2023-01-01 03:15:00,,,26.0,8.0,2683437,1247199
3279,2023-01-01 03:30:00,,,12.0,6.0,2683437,1247199
3279,2023-01-01 03:45:00,,,10.0,7.0,2683437,1247199
3279,2023-01-01 04:00:00,,,10.0,7.0,2683437,1247199
3279,2023-01-01 04:15:00,,,9.0,15.0,2683437,1247199
3279,2023-01-01 04:30:00,,,10.0,2.0,2683437,1247199
3279,2023-01-01 04:45:00,,,5.0,1.0,2683437,1247199
3279,2023-01-01 05:00:00,,,2.0,6.0,2683437,1247199
3279,2023-01-01 05:15:00,,,11.0,4.0,2683437,1247199
3279,2023-01-01 05:30:00,,,7.0,5.0,2683437,1247199
3279,2023-01-01 05:45:00,,,1.0,3.0,2683437,1247199
3279,2023-01-01 06:00:00,,,2.0,4.0,2683437,1247199
3279,2023-01-01 06:15:00,,,2.0,2.0,2683437,1247199
3279,2023-01-01 06:30:00,,,0.0,0.0,2683437,1247199
3279,2023-01-01 06:45:00,,,1.0,1.0,2683437,1247199
3279,2023-01-01 07:00:00,,,2.0,0.0,2683437,1247199
3279,2023-01-01 07:15:00,,,1.0,3.0,2683437,1247199
3279,2023-01-01 07:30:00,,,1.0,0.0,2683437,1247199
3279,2023-01-01 07:45:00,,,1.0,2.0,2683437,1247199
3279,2023-12-31 17:00:00,,,42.0,43.0,2683437,1247199
3279,2023-12-31 17:15:00,,,27.0,24.0,2683437,1247199
3279,2023-12-31 17:30:00,,,46.0,43.0,2683437,1247199
3279,2023-12-31 17:45:00,,,25.0,30.0,2683437,1247199
3279,2023-12-31 18:00:00,,,27.0,33.0,2683437,1247199
3279,2023-12-31 18:15:00,,,21.0,24.0,2683437,1247199
3279,2023-12-31 18:30:00,,,17.0,26.0,2683437,1247199
3279,2023-12-31 18:45:00,,,38.0,23.0,2683437,1247199
3279,2023-12-31 19:00:00,,,27.0,14.0,2683437,1247199
3279,2023-12-31 19:15:00,,,53.0,24.0,2683437,1247199
3279,2023-12-31 19:30:00,,,43.0,31.0,2683437,1247199
3279,2023-12-31 19:45:00,,,66.0,56.0,2683437,1247199
3279,2023-12-31 20:00:00,,,45.0,63.0,2683437,1247199
3279,2023-12-31 20:15:00,,,50.0,56.0,2683437,1247199
3279,2023-12-31 20:30:00,,,52.0,41.0,2683437,1247199
3279,2023-12-31 20:45:00,,,48.0,49.0,2683437,1247199
3279,2023-12-31 21:00:00,,,44.0,45.0,2683437,1247199
3279,2023-12-31 21:15:00,,,46.0,58.0,2683437,1247199
3279,2023-12-31 21:30:00,,,53.0,59.0,2683437,1247199
3279,2023-12-31 21:45:00,,,38.0,47.0,2683437,1247199
3279,2023-12-31 22:00:00,,,60.0,59.0,2683437,1247199
3279,2023-12-31 22:15:00,,,67.0,84.0,2683437,1247199
3279,2023-12-31 22:30:00,,,56.0,61.0,2683437,1247199
3279,2023-12-31 22:45:00,,,59.0,63.0,2683437,1247199
3279,2023-12-31 23:00:00,,,63.0,91.0,2683437,1247199
3279,2023-12-31 23:15:00,,,70.0,127.0,2683437,1247199
3279,2023-12-31 23:30:00,,,64.0,133.0,2683437,1247199
3279,2023-12-31 23:45:00,,,27.0,97.0,2683437,1247199
3279,2024-01-01 00:00:00,,,57.0,75.0,2683437,1247199
3279,2024-01-01 00:15:00,,,40.0,50.0,2683437,1247199
3279,2024-01-01 00:30:00,,,113.0,16.0,2683437,1247199
3279,2024-01-01 00:45:00,,,264.0,38.0,2683437,1247199
3279,2024-01-01 01:00:00,,,107.0,26.0,2683437,1247199
3279,2024-01-01 01:15:00,,,53.0,25.0,2683437,1247199
3279,2024-01-01 01:30:00,,,28.0,32.0,2683437,1247199
3279,2024-01-01 01:45:00,,,40.0,18.0,2683437,1247199
3279,2024-01-01 02:00:00,,,31.0,13.0,2683437,1247199
3279,2024-01-01 02:15:00,,,41.0,18.0,2683437,1247199
3279,2024-01-01 02:30:00,,,28.0,12.0,2683437,1247199
3279,2024-01-01 02:45:00,,,48.0,24.0,2683437,1247199
3279,2024-01-01 03:00:00,,,38.0,11.0,2683437,1247199
3279,2024-01-01 03:15:00,,,20.0,18.0,2683437,1247199
3279,2024-01-01 03:30:00,,,22.0,19.0,2683437,1247199
3279,2024-01-01 03:45:00,,,17.0,10.0,2683437,1247199
3279,2024-01-01 04:00:00,,,7.0,2.0,2683437,1247199
3279,2024-01-01 04:15:00,,,5.0,4.0,2683437,1247199
3279,2024-01-01 04:30:00,,,8.0,4.0,2683437,1247199
3279,2024-01-01 04:45:00,,,5.0,3.0,2683437,1247199
3279,2024-01-01 05:00:00,,,2.0,3.0,2683437,1247199
3279,2024-01-01 05:15:00,,,3.0,3.0,2683437,1247199
3279,2024-01-01 05:30:00,,,1.0,5.0,2683437,1247199
3279,2024-01-01 05:45:00,,,0.0,1.0,2683437,1247199
3279,2024-01-01 06:00:00,,,2.0,0.0,2683437,1247199
3279,2024-01-01 06:15:00,,,2.0,0.0,2683437,1247199
3279,2024-01-01 06:30:00,,,2.0,0.0,2683437,1247199
3279,2024-01-01 06:45:00,,,0.0,1.0,2683437,1247199
3279,2024-01-01 07:00:00,,,0.0,0.0,2683437,1247199
3279,2024-01-01 07:15:00,,,0.0,1.0,2683437,1247199
3279,2024-01-01 07:30:00,,,2.0,1.0,2683437,1247199
3279,2024-01-01 07:45:00,,,2.0,3.0,2683437,1247199
3279,2024-12-31 17:00:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 17:15:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 17:30:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 17:45:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 18:00:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 18:15:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 18:30:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 18:45:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 19:00:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 19:15:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 19:30:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 19:45:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 20:00:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 20:15:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 20:30:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 20:45:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 21:00:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 21:15:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 21:30:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 21:45:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 22:00:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 22:15:00,,,4.0,0.0,2683437,1247199
3279,2024-12-31 22:30:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 22:45:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 23:00:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 23:15:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 23:30:00,,,0.0,0.0,2683437,1247199
3279,2024-12-31 23:45:00,,,0.0,0.0,2683437,1247199
